route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"2-ain-C-mjp-1","T2","1838.T2.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1839.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1840.T2.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1841.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1842.T2.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1843.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1844.T2.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1845.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1846.T2.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1847.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1848.T2.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1849.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1850.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1851.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1852.T2.2-ain-C-mjp-1.3.H","2-ain-C-mjp-1.3.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1853.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1854.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1855.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1856.T2.2-ain-C-mjp-1.3.H","2-ain-C-mjp-1.3.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1857.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1858.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1859.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1860.T2.2-ain-C-mjp-1.3.H","2-ain-C-mjp-1.3.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1861.UJ.2-ain-C-mjp-1.2.H","2-ain-C-mjp-1.2.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1862.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1863.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1864.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1865.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1866.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1867.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1868.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1869.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1870.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1871.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1872.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1873.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1874.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1875.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1876.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1877.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1878.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1879.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1880.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1881.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1882.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1883.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1884.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1885.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1886.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1887.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1888.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1889.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1890.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1891.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1892.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1893.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1894.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1895.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1896.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1897.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1898.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1899.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1900.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1901.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1902.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1903.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1904.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1905.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1906.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1907.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1908.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1909.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1910.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1911.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1912.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1913.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1914.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1915.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1916.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1917.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1918.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1919.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1920.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1921.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1922.T2.2-ain-C-mjp-1.9.R","2-ain-C-mjp-1.9.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1923.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1924.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1925.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1926.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1927.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1928.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1929.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1930.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1931.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1932.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1933.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1934.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1935.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1936.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1937.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1938.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","UJ","1939.UJ.2-ain-C-mjp-1.8.R","2-ain-C-mjp-1.8.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1940.T2.2-ain-C-mjp-1.4.H","2-ain-C-mjp-1.4.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1941.UJ.2-ain-C-mjp-1.7.H","2-ain-C-mjp-1.7.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1942.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1943.T2.2-ain-C-mjp-1.5.H","2-ain-C-mjp-1.5.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1944.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1945.T2.2-ain-C-mjp-1.5.H","2-ain-C-mjp-1.5.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1946.T2.2-ain-C-mjp-1.10.R","2-ain-C-mjp-1.10.R","Showgrounds/Flemington","1"
"2-ain-C-mjp-1","T2","1947.T2.2-ain-C-mjp-1.5.H","2-ain-C-mjp-1.5.H","Flinders Street","0"
"2-ain-C-mjp-1","T2","1948.T2.2-ain-C-mjp-1.1.H","2-ain-C-mjp-1.1.H","Flinders Street","0"
"2-ain-C-mjp-1","UJ","1949.UJ.2-ain-C-mjp-1.6.H","2-ain-C-mjp-1.6.H","Flinders Street","0"
"2-ain-D-mjp-1","UT","1.UT.2-ain-D-mjp-1.1.H","2-ain-D-mjp-1.1.H","Flinders Street","0"
"2-ain-D-mjp-1","UJ_1","5755.UJ.2-ain-D-mjp-1.2.H","2-ain-D-mjp-1.2.H","Flinders Street","0"
"2-ain-D-mjp-1","T2_1","5756.T2.2-ain-D-mjp-1.1.H","2-ain-D-mjp-1.1.H","Flinders Street","0"
"2-ALM-B-mjp-1","T2_2","1.T2.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T6","188.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","190.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","192.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","194.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","196.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","198.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","UJ_2","2.UJ.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T6","200.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","202.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","204.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","206.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","208.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","210.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","212.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","214.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","216.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","218.T6.2-ALM-B-mjp-1.8.H","2-ALM-B-mjp-1.8.H","Alamein","0"
"2-ALM-B-mjp-1","T6","220.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","222.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","224.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","226.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","228.T6.2-ALM-B-mjp-1.10.R","2-ALM-B-mjp-1.10.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","UJ_2","3.UJ.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","UJ_2","4.UJ.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","UJ_2","5.UJ.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","UJ_2","6.UJ.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","UJ_2","7.UJ.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9567.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9569.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9571.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9573.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9575.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9577.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9579.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9581.T6.2-ALM-B-mjp-1.3.H","2-ALM-B-mjp-1.3.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9583.T6.2-ALM-B-mjp-1.12.R","2-ALM-B-mjp-1.12.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9585.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9587.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9589.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9591.T6.2-ALM-B-mjp-1.4.H","2-ALM-B-mjp-1.4.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9593.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9595.T6.2-ALM-B-mjp-1.5.H","2-ALM-B-mjp-1.5.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9597.T6.2-ALM-B-mjp-1.12.R","2-ALM-B-mjp-1.12.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9599.T6.2-ALM-B-mjp-1.6.H","2-ALM-B-mjp-1.6.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9601.T6.2-ALM-B-mjp-1.7.H","2-ALM-B-mjp-1.7.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9603.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9605.T6.2-ALM-B-mjp-1.13.R","2-ALM-B-mjp-1.13.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9607.T6.2-ALM-B-mjp-1.13.R","2-ALM-B-mjp-1.13.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9609.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9611.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9613.T6.2-ALM-B-mjp-1.14.R","2-ALM-B-mjp-1.14.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9615.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9617.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9619.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9621.T6.2-ALM-B-mjp-1.12.R","2-ALM-B-mjp-1.12.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9623.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9625.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9627.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9629.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9631.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9633.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9635.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9637.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9639.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9641.T6.2-ALM-B-mjp-1.12.R","2-ALM-B-mjp-1.12.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9643.T6.2-ALM-B-mjp-1.11.R","2-ALM-B-mjp-1.11.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9645.T6.2-ALM-B-mjp-1.2.H","2-ALM-B-mjp-1.2.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9647.T6.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T2_2","9649.T2.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9650.T6.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T2_2","9652.T2.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T2_2","9653.T2.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T2_2","9654.T2.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T2_2","9655.T2.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9656.T6.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T2_2","9658.T2.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9659.T6.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T2_2","9661.T2.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T6","9662.T6.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
"2-ALM-B-mjp-1","T2_2","9664.T2.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T6","9665.T6.2-ALM-B-mjp-1.9.R","2-ALM-B-mjp-1.9.R","City (Flinders Street)","1"
"2-ALM-B-mjp-1","T2_2","9667.T2.2-ALM-B-mjp-1.1.H","2-ALM-B-mjp-1.1.H","Alamein","0"
