route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"2-FKN-J-mjp-1","UQ","3084.UQ.2-FKN-J-mjp-1.14.R","2-FKN-J-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3086.UQ.2-FKN-J-mjp-1.14.R","2-FKN-J-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3088.UQ.2-FKN-J-mjp-1.14.R","2-FKN-J-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3090.UQ.2-FKN-J-mjp-1.14.R","2-FKN-J-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3092.UQ.2-FKN-J-mjp-1.14.R","2-FKN-J-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3094.UQ.2-FKN-J-mjp-1.13.R","2-FKN-J-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3096.UQ.2-FKN-J-mjp-1.13.R","2-FKN-J-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3097.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3098.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3099.UQ.2-FKN-J-mjp-1.16.R","2-FKN-J-mjp-1.16.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3100.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3101.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3102.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3103.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3104.UQ.2-FKN-J-mjp-1.16.R","2-FKN-J-mjp-1.16.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3105.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3106.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3107.UQ.2-FKN-J-mjp-1.16.R","2-FKN-J-mjp-1.16.R","City (Flinders Street)","1"
"2-FKN-J-mjp-1","UQ","3108.UQ.2-FKN-J-mjp-1.15.R","2-FKN-J-mjp-1.15.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","2846.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2847.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2848.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2849.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2850.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2851.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2852.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2853.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2854.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2855.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2856.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2857.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2858.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2859.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2860.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2861.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2862.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2863.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2864.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2865.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2866.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2867.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2868.UR.2-FKN-K-mjp-1.7.H","2-FKN-K-mjp-1.7.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2869.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2871.UR.2-FKN-K-mjp-1.8.H","2-FKN-K-mjp-1.8.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2873.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2874.UR.2-FKN-K-mjp-1.7.H","2-FKN-K-mjp-1.7.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2875.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2876.UR.2-FKN-K-mjp-1.7.H","2-FKN-K-mjp-1.7.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2877.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2878.UR.2-FKN-K-mjp-1.9.H","2-FKN-K-mjp-1.9.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2879.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2880.UR.2-FKN-K-mjp-1.9.H","2-FKN-K-mjp-1.9.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2881.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2882.UR.2-FKN-K-mjp-1.10.H","2-FKN-K-mjp-1.10.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2883.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2884.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2885.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2886.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2887.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2888.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2889.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2890.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2891.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2892.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2893.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2894.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2895.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2896.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2897.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2898.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2899.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2900.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2901.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2902.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2903.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2904.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2905.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2906.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2907.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2908.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2909.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2910.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2911.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2912.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2913.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2914.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2915.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2916.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2917.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2918.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2919.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2920.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2921.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2922.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2923.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2924.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2925.UR.2-FKN-K-mjp-1.7.H","2-FKN-K-mjp-1.7.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2926.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2927.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2928.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2929.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2930.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2931.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2932.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2933.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2934.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2935.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2936.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2937.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2938.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2939.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2940.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2941.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2942.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2943.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2944.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2945.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2946.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2947.UR.2-FKN-K-mjp-1.3.H","2-FKN-K-mjp-1.3.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2948.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2949.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2950.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2951.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2952.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2953.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2954.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2955.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2956.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2957.UR.2-FKN-K-mjp-1.2.H","2-FKN-K-mjp-1.2.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2958.UR.2-FKN-K-mjp-1.11.H","2-FKN-K-mjp-1.11.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2959.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2960.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2961.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2962.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2963.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2964.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2965.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2966.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2967.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2968.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2969.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2970.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2971.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2972.UR.2-FKN-K-mjp-1.12.H","2-FKN-K-mjp-1.12.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2973.UR.2-FKN-K-mjp-1.4.H","2-FKN-K-mjp-1.4.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2974.UR.2-FKN-K-mjp-1.5.H","2-FKN-K-mjp-1.5.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2975.UR.2-FKN-K-mjp-1.4.H","2-FKN-K-mjp-1.4.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2976.UR.2-FKN-K-mjp-1.5.H","2-FKN-K-mjp-1.5.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2977.UR.2-FKN-K-mjp-1.5.H","2-FKN-K-mjp-1.5.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2978.UR.2-FKN-K-mjp-1.6.H","2-FKN-K-mjp-1.6.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","2982.UR.2-FKN-K-mjp-1.1.H","2-FKN-K-mjp-1.1.H","Frankston","0"
"2-FKN-K-mjp-1","UR_1","3113.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3114.UR.2-FKN-K-mjp-1.14.R","2-FKN-K-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3115.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3116.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3117.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3118.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3119.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3120.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3121.UR.2-FKN-K-mjp-1.14.R","2-FKN-K-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3122.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3123.UR.2-FKN-K-mjp-1.14.R","2-FKN-K-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3124.UR.2-FKN-K-mjp-1.17.R","2-FKN-K-mjp-1.17.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3125.UR.2-FKN-K-mjp-1.18.R","2-FKN-K-mjp-1.18.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3126.UR.2-FKN-K-mjp-1.18.R","2-FKN-K-mjp-1.18.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3127.UR.2-FKN-K-mjp-1.18.R","2-FKN-K-mjp-1.18.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3128.UR.2-FKN-K-mjp-1.17.R","2-FKN-K-mjp-1.17.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3129.UR.2-FKN-K-mjp-1.17.R","2-FKN-K-mjp-1.17.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3130.UR.2-FKN-K-mjp-1.19.R","2-FKN-K-mjp-1.19.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3131.UR.2-FKN-K-mjp-1.19.R","2-FKN-K-mjp-1.19.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3132.UR.2-FKN-K-mjp-1.20.R","2-FKN-K-mjp-1.20.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3133.UR.2-FKN-K-mjp-1.21.R","2-FKN-K-mjp-1.21.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3134.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3135.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3136.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3137.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3138.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3139.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3140.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3141.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3142.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3143.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3144.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3145.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3146.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3147.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3148.UR.2-FKN-K-mjp-1.14.R","2-FKN-K-mjp-1.14.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3149.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3150.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3151.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3152.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3153.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3154.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3155.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
"2-FKN-K-mjp-1","UR_1","3156.UR.2-FKN-K-mjp-1.13.R","2-FKN-K-mjp-1.13.R","City (Flinders Street)","1"
